,id,duracion_estadia,genero,edad,niños,codigo_destino,tipo_acomodacion
560,1008823,3,1,37.0,1.0,2,Hotel
561,1005695,7,0,52.0,0.0,6,Hotel
562,1007784,7,0,39.0,1.0,8,AirBnB
563,1004611,5,1,35.0,1.0,3,Hotel
564,1004666,2,0,,0.0,1,Hotel
565,1007694,4,1,38.0,1.0,2,Hotel
566,1004983,6,1,37.0,0.0,6,AirBnB
567,1013670,1,0,44.0,1.0,3,Hotel
568,1009512,8,1,45.0,1.0,0,Hotel
569,1000916,4,1,42.0,0.0,6,Hotel
570,1011414,3,0,41.0,1.0,2,Hotel
571,1009990,5,1,,1.0,5,Hotel
572,1003521,3,1,32.0,,3,AirBnB
573,1012906,5,0,46.0,0.0,7,AirBnB
574,1011930,2,1,,0.0,6,Hotel
575,1013573,6,0,44.0,1.0,8,Hotel
576,1004809,5,0,42.0,1.0,0,Hotel
577,1001998,9,1,,1.0,2,Hotel
578,1003711,5,0,31.0,0.0,5,Hotel
579,1009812,5,0,39.0,0.0,2,Hotel
580,1008115,5,1,,0.0,2,AirBnB
581,1012567,4,1,43.0,,0,Hotel
582,1013140,4,0,29.0,1.0,6,AirBnB
583,1002299,5,0,,1.0,8,Hotel
584,1001026,8,0,31.0,0.0,5,Hotel
585,1006872,3,1,39.0,0.0,1,AirBnB
586,1009029,5,0,40.0,1.0,2,AirBnB
587,1013435,5,0,35.0,0.0,3,Hotel
588,1012469,4,0,,0.0,4,AirBnB
589,1001113,2,0,,0.0,5,Hotel
590,1003885,6,1,38.0,1.0,3,Hotel
591,1001985,4,0,41.0,1.0,2,Hotel
592,1002873,5,1,37.0,0.0,0,AirBnB
593,1005098,4,1,39.0,1.0,1,Hotel
594,1007982,5,0,35.0,1.0,1,AirBnB
595,1007191,1,0,36.0,1.0,3,Hotel
596,1013761,4,1,45.0,1.0,6,AirBnB
597,1010955,1,0,43.0,0.0,4,AirBnB
598,1008478,5,0,45.0,0.0,0,Hotel
599,1007585,1,1,40.0,1.0,3,Hotel
600,1000126,2,0,47.0,,3,AirBnB
601,1001292,2,1,49.0,0.0,3,Hotel
602,1003499,2,1,43.0,0.0,5,Hotel
603,1007164,5,1,39.0,0.0,5,AirBnB
604,1007370,6,0,48.0,,2,AirBnB
605,1011932,5,0,34.0,1.0,4,AirBnB
606,1001841,5,1,43.0,1.0,3,AirBnB
607,1011020,6,0,36.0,1.0,6,AirBnB
608,1013942,6,1,37.0,1.0,0,Hotel
609,1006307,4,0,47.0,0.0,8,AirBnB
610,1009662,6,0,43.0,1.0,3,AirBnB
611,1007574,6,0,39.0,0.0,7,Hotel
612,1006304,3,0,41.0,1.0,4,Hotel
613,1004515,1,1,40.0,1.0,6,Hotel
614,1010289,4,0,,0.0,2,Hotel
615,1012720,3,1,34.0,0.0,4,AirBnB
616,1013441,5,0,43.0,0.0,5,AirBnB
617,1003603,5,1,,1.0,7,Hotel
618,1006616,3,1,41.0,,4,Hotel
619,1008124,4,0,46.0,1.0,8,Hotel
620,1004913,3,1,,0.0,1,Hotel
621,1000532,4,1,43.0,1.0,1,AirBnB
622,1011739,3,1,43.0,1.0,1,AirBnB
623,1011008,4,0,50.0,0.0,3,Hotel
624,1005274,4,0,39.0,1.0,2,AirBnB
625,1002749,6,0,40.0,1.0,2,Hotel
626,1006990,4,0,45.0,1.0,2,Hotel
627,1009353,5,1,39.0,1.0,2,Hotel
628,1002808,5,0,44.0,0.0,0,AirBnB
629,1004795,5,1,42.0,0.0,1,Hotel
630,1002638,1,0,47.0,0.0,2,AirBnB
631,1000924,4,0,37.0,0.0,7,Hotel
632,1001900,4,0,,1.0,1,AirBnB
633,1002207,3,0,42.0,,6,AirBnB
634,1003133,3,1,22.0,0.0,7,AirBnB
635,1012846,2,0,,1.0,5,AirBnB
636,1007997,5,0,42.0,,1,AirBnB
637,1014039,4,1,39.0,0.0,2,AirBnB
638,1005899,5,0,42.0,,1,AirBnB
639,1012143,4,0,43.0,1.0,4,Hotel
640,1011730,4,0,,0.0,8,Hotel
641,1007666,5,0,41.0,0.0,5,AirBnB
642,1013043,5,0,44.0,,5,AirBnB
643,1010397,2,1,40.0,0.0,5,AirBnB
644,1012413,4,1,,1.0,2,Hotel
645,1004193,6,1,37.0,0.0,5,AirBnB
646,1009370,1,0,37.0,1.0,7,AirBnB
647,1012889,2,1,30.0,1.0,3,Hotel
648,1001027,3,0,44.0,1.0,1,Hotel
649,1006039,2,1,48.0,0.0,4,Hotel
650,1008291,4,0,39.0,0.0,5,Hotel
651,1004655,3,1,,0.0,3,AirBnB
652,1011648,3,0,46.0,,1,AirBnB
653,1005455,2,0,45.0,1.0,6,Hotel
654,1010987,4,0,37.0,1.0,5,AirBnB
655,1010629,1,0,41.0,0.0,1,AirBnB
656,1004072,7,1,44.0,0.0,3,Hotel
657,1002548,6,0,40.0,1.0,4,AirBnB
658,1001972,4,0,42.0,0.0,0,AirBnB
659,1001546,3,0,43.0,0.0,2,Hotel
660,1006329,2,0,51.0,0.0,0,AirBnB
661,1006253,4,1,36.0,0.0,1,Hotel
662,1004269,4,0,38.0,0.0,2,Hotel
663,1010385,5,0,,0.0,1,Hotel
664,1005457,2,0,32.0,1.0,3,Hotel
665,1000355,2,1,42.0,0.0,7,Hotel
666,1011409,4,0,,,5,Hotel
667,1007909,3,1,43.0,0.0,8,Hotel
668,1003784,4,0,45.0,0.0,6,AirBnB
669,1001973,3,0,44.0,1.0,8,Hotel
670,1009333,6,0,,0.0,8,Hotel
671,1009386,3,0,43.0,1.0,5,Hotel
672,1011934,2,1,46.0,0.0,8,Hotel
673,1008431,3,0,41.0,1.0,3,Hotel
674,1002303,4,0,39.0,1.0,1,AirBnB
675,1003512,2,0,39.0,1.0,8,AirBnB
676,1002810,8,1,33.0,,4,AirBnB
677,1012533,3,0,,1.0,0,AirBnB
678,1006626,4,0,,0.0,0,AirBnB
679,1013406,3,1,37.0,1.0,3,Hotel
680,1009738,5,1,39.0,1.0,3,Hotel
681,1000300,2,0,46.0,0.0,7,AirBnB
682,1005472,3,1,32.0,1.0,0,Hotel
683,1012768,8,0,41.0,1.0,5,Hotel
684,1006202,5,0,39.0,0.0,7,Hotel
685,1009740,2,1,34.0,1.0,3,Hotel
686,1012459,6,0,48.0,0.0,5,AirBnB
687,1011838,3,0,49.0,1.0,8,Hotel
688,1003479,4,1,44.0,,2,Hotel
689,1009578,4,1,43.0,,1,Hotel
690,1007647,3,0,46.0,0.0,1,AirBnB
691,1006354,6,1,51.0,0.0,0,Hotel
692,1013554,6,0,47.0,1.0,3,Hotel
693,1007845,2,0,42.0,,0,AirBnB
694,1005303,3,0,32.0,0.0,3,Hotel
695,1012118,1,0,43.0,,1,Hotel
696,1012509,4,1,35.0,1.0,4,Hotel
697,1007348,2,0,,0.0,0,Hotel
698,1002732,5,1,40.0,0.0,4,AirBnB
699,1003981,2,0,35.0,1.0,5,AirBnB
700,1011878,5,1,38.0,0.0,0,AirBnB
701,1012662,5,1,42.0,0.0,5,AirBnB
702,1005575,1,0,37.0,1.0,4,AirBnB
703,1012797,4,0,,0.0,5,Hotel
704,1003708,6,1,41.0,1.0,6,AirBnB
705,1007142,4,1,45.0,1.0,7,Hotel
706,1002015,2,1,38.0,1.0,8,Hotel
707,1011829,2,0,40.0,1.0,6,Hotel
708,1002866,3,1,43.0,1.0,2,AirBnB
709,1002822,5,0,42.0,1.0,6,Hotel
710,1009116,4,0,43.0,0.0,4,AirBnB
711,1003087,3,1,33.0,1.0,2,Hotel
712,1007628,4,1,46.0,1.0,2,AirBnB
713,1006096,5,1,46.0,0.0,6,Hotel
714,1010817,4,1,36.0,1.0,6,Hotel
715,1006131,3,1,,0.0,8,AirBnB
716,1011847,6,1,,0.0,8,Hotel
717,1012080,5,1,39.0,1.0,0,Hotel
718,1011114,3,0,,0.0,7,AirBnB
719,1013979,3,0,39.0,1.0,7,AirBnB
720,1010806,10,0,47.0,0.0,2,Hotel
721,1013168,7,1,46.0,0.0,4,Hotel
722,1013304,4,0,34.0,0.0,5,Hotel
723,1012892,3,1,42.0,1.0,3,AirBnB
724,1012766,4,0,39.0,1.0,8,AirBnB
725,1003408,1,0,37.0,0.0,7,Hotel
726,1012708,2,0,45.0,0.0,0,AirBnB
727,1004836,1,0,42.0,0.0,2,Hotel
728,1005791,6,0,39.0,1.0,6,AirBnB
729,1000513,3,1,51.0,0.0,3,Hotel
730,1001684,7,1,40.0,0.0,0,AirBnB
731,1002196,5,1,50.0,,7,Hotel
732,1012760,4,0,42.0,,7,AirBnB
733,1009185,6,1,48.0,0.0,5,Hotel
734,1001746,4,1,40.0,0.0,0,Hotel
735,1010732,3,0,32.0,1.0,8,Hotel
736,1014016,4,0,44.0,0.0,3,AirBnB
737,1007334,2,1,,1.0,3,AirBnB
738,1004031,1,1,43.0,1.0,8,AirBnB
739,1000779,4,1,,0.0,3,AirBnB
740,1012184,1,1,,1.0,8,Hotel
741,1008045,4,0,33.0,1.0,7,AirBnB
742,1011618,5,0,48.0,0.0,5,AirBnB
743,1002682,3,1,44.0,0.0,1,Hotel
744,1001625,2,0,,0.0,7,Hotel
745,1011717,3,1,37.0,0.0,7,AirBnB
746,1001797,3,0,40.0,0.0,2,Hotel
747,1001734,4,1,48.0,1.0,7,Hotel
748,1003731,2,1,45.0,1.0,1,AirBnB
749,1013181,3,0,43.0,0.0,4,Hotel
750,1007390,4,1,49.0,0.0,5,Hotel
751,1002190,4,0,37.0,,0,Hotel
752,1011893,4,1,40.0,1.0,7,Hotel
753,1012498,3,1,,1.0,8,AirBnB
754,1001455,6,1,34.0,,2,AirBnB
755,1013714,3,1,43.0,0.0,1,Hotel
756,1008789,3,0,40.0,1.0,3,AirBnB
757,1000726,3,1,,0.0,0,AirBnB
758,1009060,5,0,46.0,,8,AirBnB
759,1005341,2,0,45.0,1.0,6,Hotel
760,1004639,3,1,,,7,Hotel
761,1012510,2,0,40.0,1.0,6,Hotel
762,1013228,3,1,34.0,0.0,0,AirBnB
763,1003266,3,0,41.0,0.0,4,AirBnB
764,1006087,3,0,47.0,0.0,3,AirBnB
765,1013614,7,1,41.0,1.0,2,AirBnB
766,1002713,2,0,,0.0,5,Hotel
767,1011859,5,1,41.0,0.0,3,Hotel
768,1008562,4,1,47.0,0.0,0,Hotel
769,1012639,5,1,44.0,1.0,8,AirBnB
770,1003433,3,1,34.0,1.0,2,Hotel
771,1008179,3,1,33.0,0.0,8,AirBnB
772,1011466,1,0,,1.0,8,AirBnB
773,1003052,3,1,45.0,0.0,2,AirBnB
774,1004996,6,1,35.0,0.0,3,AirBnB
775,1001107,4,0,48.0,0.0,5,AirBnB
776,1013259,4,1,34.0,1.0,3,Hotel
777,1008068,2,0,32.0,1.0,4,AirBnB
778,1010299,4,0,35.0,1.0,1,AirBnB
779,1003322,6,0,39.0,1.0,4,AirBnB
780,1005836,3,0,,1.0,0,AirBnB
781,1008069,2,1,46.0,1.0,3,AirBnB
782,1003857,3,1,39.0,1.0,8,Hotel
783,1007274,5,0,41.0,,8,AirBnB
784,1003398,3,0,36.0,1.0,5,AirBnB
785,1011867,5,1,38.0,1.0,4,Hotel
786,1013560,2,1,34.0,1.0,0,Hotel
787,1012281,5,1,43.0,1.0,4,AirBnB
788,1000254,3,1,41.0,1.0,1,AirBnB
789,1001680,1,0,41.0,0.0,3,AirBnB
790,1013073,1,1,49.0,0.0,5,Hotel
791,1012007,4,1,38.0,1.0,7,AirBnB
792,1007389,5,0,36.0,0.0,3,Hotel
793,1010870,4,1,42.0,0.0,0,Hotel
794,1002122,6,1,35.0,0.0,3,AirBnB
795,1006640,5,1,,,3,AirBnB
796,1006529,7,1,42.0,0.0,8,Hotel
797,1008055,5,1,46.0,,6,Hotel
798,1001286,3,1,41.0,,6,Hotel
799,1012924,1,0,40.0,1.0,7,AirBnB
800,1002097,5,1,31.0,1.0,1,Hotel
801,1008673,4,1,,1.0,6,Hotel
802,1004589,4,0,41.0,1.0,5,Hotel
803,1003034,4,1,51.0,0.0,1,Hotel
804,1013040,4,1,40.0,0.0,7,AirBnB
805,1010186,6,1,47.0,0.0,4,Hotel
806,1006245,3,0,46.0,0.0,8,AirBnB
807,1008202,2,1,30.0,1.0,3,Hotel
808,1004161,6,0,38.0,0.0,2,Hotel
809,1010503,5,0,44.0,0.0,5,AirBnB
810,1001949,4,0,37.0,1.0,5,AirBnB
811,1014040,6,1,35.0,1.0,3,Hotel
812,1010755,5,1,39.0,0.0,3,AirBnB
813,1000880,4,1,34.0,1.0,6,Hotel
814,1003353,2,0,42.0,1.0,1,Hotel
815,1010590,2,1,43.0,0.0,7,Hotel
816,1012781,2,0,29.0,1.0,0,AirBnB
817,1007977,3,0,50.0,1.0,2,Hotel
818,1002955,5,0,38.0,0.0,8,Hotel
819,1011566,7,1,44.0,0.0,1,Hotel
820,1009152,1,1,43.0,1.0,7,AirBnB
821,1004790,3,0,32.0,0.0,4,AirBnB
822,1012908,5,0,36.0,0.0,5,Hotel
823,1002585,3,0,,0.0,1,Hotel
824,1011600,4,0,50.0,,7,AirBnB
825,1008470,7,1,45.0,1.0,2,AirBnB
826,1012771,5,0,40.0,1.0,1,Hotel
827,1002159,5,0,41.0,0.0,2,AirBnB
828,1002321,2,0,,1.0,6,Hotel
829,1009017,1,1,40.0,1.0,5,Hotel
830,1001636,5,0,35.0,0.0,6,AirBnB
831,1002524,4,1,42.0,0.0,1,Hotel
832,1013546,2,0,,1.0,6,Hotel
833,1006989,4,1,48.0,0.0,2,Hotel
834,1012537,4,1,30.0,0.0,0,Hotel
835,1005533,3,0,43.0,0.0,3,AirBnB
836,1005829,5,0,47.0,0.0,8,AirBnB
837,1004181,5,0,,0.0,6,AirBnB
838,1007750,3,1,40.0,0.0,1,Hotel
839,1008717,4,0,30.0,,4,Hotel
840,1008274,3,0,33.0,0.0,7,Hotel
841,1003484,5,1,34.0,0.0,2,Hotel
842,1004564,1,1,30.0,1.0,5,Hotel
843,1006991,2,0,40.0,1.0,5,AirBnB
844,1004884,3,1,40.0,1.0,3,Hotel
845,1003591,5,1,51.0,0.0,0,Hotel
846,1000458,5,1,48.0,1.0,1,AirBnB
847,1005597,4,0,44.0,1.0,1,Hotel
848,1010759,8,1,31.0,0.0,3,AirBnB
849,1009410,3,1,37.0,0.0,1,AirBnB
850,1009256,6,0,35.0,0.0,6,Hotel
851,1011928,4,1,,1.0,7,Hotel
852,1013651,1,0,43.0,0.0,6,Hotel
853,1009969,3,0,48.0,0.0,7,Hotel
854,1003186,5,0,48.0,1.0,6,Hotel
855,1007052,4,1,38.0,0.0,5,AirBnB
856,1002767,6,1,48.0,1.0,8,AirBnB
857,1007127,5,1,42.0,0.0,0,Hotel
858,1006621,6,1,40.0,0.0,8,Hotel
859,1004118,10,0,39.0,0.0,1,Hotel
860,1001700,1,1,44.0,1.0,2,AirBnB
861,1004122,4,1,47.0,0.0,6,Hotel
862,1008418,3,0,45.0,1.0,7,Hotel
863,1011410,6,0,36.0,1.0,2,AirBnB
864,1007831,2,0,32.0,0.0,0,Hotel
865,1007560,4,0,43.0,1.0,0,Hotel
866,1006650,4,0,35.0,1.0,8,AirBnB
867,1005831,7,1,40.0,1.0,8,Hotel
868,1005245,8,1,43.0,,7,Hotel
869,1003243,3,0,42.0,1.0,6,Hotel
870,1014045,3,0,38.0,1.0,1,AirBnB
871,1013414,5,1,39.0,1.0,1,Hotel
872,1013291,3,0,,1.0,7,Hotel
873,1011880,4,0,44.0,0.0,4,AirBnB
874,1012737,2,0,40.0,1.0,8,AirBnB
875,1003429,3,1,41.0,1.0,5,AirBnB
876,1011068,7,0,38.0,1.0,2,AirBnB
877,1004617,4,1,39.0,1.0,2,Hotel
878,1007017,6,1,37.0,,1,AirBnB
879,1008658,3,1,41.0,,1,Hotel
880,1009068,4,0,,0.0,4,AirBnB
881,1012809,6,1,44.0,1.0,4,AirBnB
882,1014009,6,1,34.0,1.0,4,Hotel
883,1001910,2,1,36.0,1.0,0,Hotel
884,1004213,7,0,44.0,1.0,5,Hotel
885,1010301,3,0,43.0,0.0,5,AirBnB
886,1005743,4,1,34.0,1.0,8,Hotel
887,1002869,5,1,,0.0,4,AirBnB
888,1004725,2,0,,1.0,3,AirBnB
889,1008464,4,0,44.0,1.0,2,Hotel
890,1000851,4,0,42.0,0.0,2,AirBnB
891,1001534,6,1,38.0,1.0,4,Hotel
892,1002715,6,0,35.0,1.0,2,AirBnB
893,1006953,5,0,37.0,0.0,5,Hotel
894,1011567,3,0,,0.0,4,Hotel
895,1008018,4,1,42.0,0.0,1,Hotel
896,1007448,8,1,42.0,,6,Hotel
897,1001368,3,1,45.0,,5,Hotel
898,1004094,3,0,43.0,0.0,2,Hotel
899,1010846,4,0,45.0,0.0,8,Hotel
900,1009895,4,1,40.0,1.0,2,Hotel
901,1011666,4,0,45.0,0.0,6,AirBnB
902,1009290,3,0,35.0,1.0,6,AirBnB
903,1011267,7,1,41.0,1.0,1,AirBnB
904,1000885,4,1,36.0,1.0,2,Hotel
905,1001955,5,1,43.0,1.0,7,AirBnB
906,1001034,3,0,41.0,1.0,6,Hotel
907,1005912,2,1,38.0,1.0,7,Hotel
908,1009896,9,0,45.0,1.0,7,Hotel
909,1008640,3,1,36.0,0.0,4,AirBnB
910,1001280,3,0,44.0,1.0,1,Hotel
911,1008217,3,0,,1.0,1,AirBnB
912,1006940,5,0,44.0,0.0,3,AirBnB
913,1006769,3,0,46.0,1.0,3,Hotel
914,1007980,2,0,38.0,0.0,6,Hotel
915,1002172,4,0,40.0,0.0,7,AirBnB
916,1008896,2,0,40.0,0.0,8,Hotel
917,1003670,4,0,45.0,0.0,3,AirBnB
918,1009987,6,1,42.0,1.0,8,AirBnB
919,1001570,5,1,42.0,0.0,6,Hotel
920,1009379,8,0,42.0,1.0,6,Hotel
921,1003312,4,1,39.0,,3,AirBnB
922,1006414,3,1,31.0,,6,Hotel
923,1000997,8,0,41.0,0.0,1,AirBnB
924,1011660,2,1,40.0,0.0,6,Hotel
925,1005485,5,0,35.0,0.0,1,Hotel
926,1007118,4,0,44.0,,2,AirBnB
927,1009538,4,0,45.0,0.0,2,Hotel
928,1005388,2,1,37.0,1.0,4,Hotel
929,1002457,4,0,40.0,,7,AirBnB
930,1006756,2,0,46.0,0.0,2,AirBnB
931,1005146,6,0,43.0,1.0,8,Hotel
932,1013110,3,0,44.0,0.0,8,AirBnB
933,1013819,4,1,50.0,0.0,7,Hotel
934,1010914,6,0,45.0,0.0,7,AirBnB
935,1003911,5,1,40.0,1.0,2,Hotel
936,1011478,3,1,,1.0,1,Hotel
937,1002962,4,1,36.0,1.0,6,Hotel
938,1008346,3,0,44.0,0.0,1,AirBnB
939,1005915,4,1,42.0,0.0,5,Hotel
940,1002688,3,1,38.0,0.0,3,AirBnB
941,1008494,4,1,41.0,0.0,4,Hotel
942,1010450,2,1,48.0,0.0,5,Hotel
943,1009863,7,0,36.0,0.0,0,Hotel
944,1000935,5,1,44.0,1.0,5,AirBnB
945,1012584,2,1,,0.0,6,Hotel
946,1008731,7,1,42.0,0.0,4,Hotel
947,1009390,2,0,35.0,0.0,4,Hotel
948,1000875,5,0,27.0,0.0,7,Hotel
949,1003765,3,0,40.0,0.0,5,Hotel
950,1013954,4,1,46.0,1.0,5,AirBnB
951,1003454,3,1,37.0,1.0,5,Hotel
952,1002601,3,0,49.0,1.0,6,Hotel
953,1009663,8,0,,1.0,3,Hotel
954,1012191,4,0,48.0,0.0,4,AirBnB
955,1005390,6,0,37.0,0.0,0,Hotel
956,1001002,2,1,38.0,1.0,4,Hotel
957,1013082,2,0,39.0,,4,Hotel
958,1012399,5,1,46.0,0.0,0,Hotel
959,1011552,7,0,34.0,1.0,2,AirBnB
960,1000405,4,1,46.0,0.0,2,Hotel
961,1013579,4,1,37.0,0.0,2,AirBnB
962,1008276,4,1,42.0,1.0,3,AirBnB
963,1011509,3,1,44.0,0.0,1,Hotel
964,1007073,6,0,46.0,0.0,7,AirBnB
965,1002158,4,0,37.0,1.0,4,AirBnB
966,1002549,3,0,,1.0,0,AirBnB
967,1000426,3,0,38.0,1.0,0,AirBnB
968,1007816,5,1,40.0,0.0,3,AirBnB
969,1003845,4,0,39.0,0.0,0,Hotel
970,1005442,7,1,45.0,0.0,1,Hotel
971,1012764,3,0,,1.0,3,AirBnB
972,1012700,2,0,41.0,0.0,6,Hotel
973,1005115,5,1,43.0,0.0,6,Hotel
974,1006687,5,0,44.0,0.0,7,Hotel
975,1008597,7,0,36.0,1.0,0,AirBnB
976,1012792,1,1,36.0,0.0,8,AirBnB
977,1005268,2,0,38.0,1.0,6,AirBnB
978,1006030,3,1,,0.0,7,Hotel
979,1001721,5,1,44.0,1.0,8,AirBnB
980,1008054,4,0,37.0,0.0,4,Hotel
981,1003406,5,1,44.0,0.0,4,Hotel
982,1008369,4,0,,1.0,8,Hotel
983,1001520,3,1,41.0,1.0,2,AirBnB
984,1000472,4,1,33.0,1.0,1,Hotel
985,1008667,3,0,39.0,,2,Hotel
986,1007567,2,0,35.0,1.0,7,AirBnB
987,1008278,3,1,40.0,1.0,8,AirBnB
988,1004509,3,0,48.0,1.0,3,Hotel
989,1013193,3,1,42.0,1.0,1,Hotel
990,1004204,4,1,40.0,0.0,4,AirBnB
991,1007796,6,1,43.0,1.0,0,AirBnB
992,1000820,5,0,40.0,1.0,4,Hotel
993,1011513,1,0,35.0,1.0,5,AirBnB
994,1012555,3,0,44.0,0.0,7,AirBnB
995,1002818,3,1,30.0,0.0,3,AirBnB
996,1009848,5,1,39.0,1.0,7,Hotel
997,1013763,3,0,42.0,1.0,2,Hotel
998,1008791,2,0,41.0,0.0,5,AirBnB
999,1009219,2,0,44.0,0.0,0,AirBnB
1000,1006454,5,1,44.0,1.0,4,Hotel
1001,1008229,3,0,37.0,,8,Hotel
1002,1008583,4,0,44.0,0.0,6,AirBnB
1003,1002545,5,0,37.0,1.0,3,AirBnB
1004,1012623,4,1,39.0,1.0,5,Hotel
1005,1012226,7,1,43.0,0.0,7,Hotel
1006,1003093,4,0,45.0,1.0,5,Hotel
1007,1005208,2,1,41.0,1.0,1,AirBnB
1008,1003063,5,1,30.0,1.0,1,Hotel
1009,1010579,4,0,,1.0,2,Hotel
1010,1004805,3,1,39.0,1.0,8,Hotel
1011,1004548,4,1,38.0,,8,AirBnB
1012,1002893,3,1,44.0,0.0,8,Hotel
1013,1003384,3,1,31.0,1.0,0,AirBnB
1014,1003871,3,1,38.0,0.0,3,AirBnB
1015,1006711,7,1,36.0,0.0,8,Hotel
1016,1006686,3,0,41.0,,4,AirBnB
1017,1012303,4,1,40.0,0.0,2,Hotel
1018,1002216,8,0,37.0,0.0,1,Hotel
1019,1003377,4,1,37.0,0.0,1,Hotel
1020,1001710,6,1,40.0,0.0,5,Hotel
1021,1002910,4,0,29.0,0.0,5,Hotel
1022,1006901,4,1,35.0,0.0,4,AirBnB
1023,1002850,3,1,48.0,0.0,3,Hotel
1024,1003467,3,1,39.0,1.0,5,Hotel
1025,1003044,1,0,42.0,1.0,3,Hotel
1026,1007477,5,1,39.0,0.0,4,AirBnB
1027,1000043,2,0,41.0,1.0,7,Hotel
1028,1008839,9,0,42.0,1.0,3,Hotel
1029,1013089,7,0,,0.0,6,AirBnB
1030,1005218,3,1,41.0,0.0,8,Hotel
1031,1012333,4,1,42.0,1.0,3,AirBnB
1032,1006907,4,0,42.0,1.0,3,Hotel
1033,1000307,8,0,42.0,0.0,5,AirBnB
1034,1000232,3,1,41.0,0.0,7,AirBnB
1035,1001118,4,0,45.0,1.0,4,Hotel
1036,1005819,5,1,41.0,1.0,5,AirBnB
1037,1000863,3,0,45.0,,8,AirBnB
1038,1008880,3,0,29.0,0.0,4,Hotel
1039,1000337,4,1,34.0,1.0,1,Hotel
1040,1001775,2,0,51.0,0.0,3,AirBnB
1041,1003515,3,0,40.0,1.0,8,AirBnB
1042,1001190,5,0,37.0,0.0,5,Hotel
1043,1005482,4,0,46.0,1.0,7,Hotel
1044,1008923,4,1,48.0,,4,Hotel
1045,1007817,2,0,43.0,,0,AirBnB
1046,1010049,6,0,45.0,1.0,0,Hotel
1047,1003188,4,1,38.0,,4,Hotel
1048,1013451,4,1,49.0,0.0,2,Hotel
1049,1000376,6,0,36.0,1.0,0,AirBnB
1050,1008288,3,1,34.0,1.0,4,Hotel
1051,1008293,7,0,40.0,1.0,1,Hotel
1052,1006591,4,0,35.0,0.0,3,Hotel
1053,1005086,2,0,36.0,0.0,6,Hotel
1054,1011896,4,0,46.0,1.0,0,Hotel
1055,1012931,4,1,,1.0,1,Hotel
1056,1006444,2,0,43.0,0.0,0,AirBnB
1057,1013971,4,0,41.0,0.0,0,AirBnB
1058,1013156,4,1,40.0,1.0,7,Hotel
1059,1007324,7,0,49.0,1.0,6,Hotel
1060,1010130,3,0,31.0,1.0,3,AirBnB
1061,1009425,10,0,39.0,0.0,5,Hotel
1062,1008622,5,0,43.0,,3,AirBnB
1063,1006573,6,0,50.0,1.0,4,Hotel
1064,1011586,5,0,47.0,0.0,8,AirBnB
1065,1004797,5,1,41.0,1.0,7,AirBnB
1066,1011028,3,1,41.0,0.0,5,Hotel
1067,1008735,2,0,42.0,1.0,7,Hotel
1068,1006527,1,0,28.0,,7,Hotel
1069,1009308,4,0,45.0,0.0,0,AirBnB
1070,1011182,1,1,42.0,1.0,2,AirBnB
1071,1001843,4,0,33.0,1.0,0,AirBnB
1072,1014060,5,1,40.0,1.0,7,Hotel
1073,1002144,3,0,,0.0,3,Hotel
1074,1006950,4,1,49.0,1.0,3,AirBnB
1075,1010867,4,1,37.0,1.0,2,Hotel
1076,1007036,5,0,38.0,0.0,4,Hotel
1077,1009239,7,0,38.0,1.0,6,Hotel
1078,1006421,1,0,41.0,0.0,3,AirBnB
1079,1001470,4,0,42.0,0.0,4,AirBnB
1080,1000480,4,1,43.0,,1,Hotel
1081,1011803,4,1,47.0,1.0,5,AirBnB
1082,1001579,4,1,41.0,1.0,3,AirBnB
1083,1007421,5,1,30.0,1.0,7,Hotel
1084,1000715,3,0,42.0,0.0,4,AirBnB
1085,1011663,4,1,43.0,1.0,6,AirBnB
1086,1003295,2,1,35.0,0.0,7,AirBnB
1087,1013335,3,0,41.0,0.0,8,Hotel
1088,1013734,4,1,36.0,1.0,7,Hotel
1089,1013241,3,0,43.0,0.0,6,AirBnB
1090,1004734,4,0,44.0,1.0,4,Hotel
1091,1005746,4,1,35.0,1.0,6,Hotel
1092,1006766,2,1,35.0,0.0,7,AirBnB
1093,1002372,2,1,33.0,,0,AirBnB
1094,1013325,2,1,34.0,,3,AirBnB
1095,1002005,2,1,43.0,,3,Hotel
1096,1005214,6,0,,1.0,0,Hotel
1097,1009706,7,0,41.0,1.0,0,Hotel
1098,1006065,5,1,47.0,0.0,0,AirBnB
1099,1013620,2,0,32.0,0.0,4,Hotel
1100,1012843,4,0,,0.0,8,Hotel
1101,1001389,3,1,,1.0,7,Hotel
1102,1010856,4,1,45.0,0.0,5,Hotel
1103,1001983,3,1,50.0,0.0,7,Hotel
1104,1013724,2,0,43.0,1.0,6,Hotel
1105,1000452,3,1,43.0,1.0,3,AirBnB
1106,1006762,6,1,43.0,1.0,1,Hotel
1107,1008636,2,1,32.0,1.0,8,Hotel
1108,1004265,4,1,36.0,,1,Hotel
1109,1002160,4,0,41.0,1.0,5,Hotel
1110,1006674,3,1,38.0,0.0,0,AirBnB
1111,1002522,3,0,45.0,0.0,6,AirBnB
1112,1000786,3,1,41.0,0.0,5,Hotel
1113,1013857,8,1,33.0,1.0,3,Hotel
1114,1002722,2,0,,1.0,4,AirBnB
1115,1009381,5,0,,0.0,0,Hotel
1116,1008442,3,0,,0.0,1,Hotel
1117,1003350,2,1,44.0,0.0,4,Hotel
